"ID","Type","SKU","Name","Description","Short Description","Regular Price","Sale Price","Categories","Tags","Stock","Weight","Dimensions","Images","Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global"
"","simple","SHA-KIT-004","Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer [WHITE]","<p>The Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer available in WHITE.</p>","2399","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-004.png","Colour","WHITE","1","0"
"","simple","SHA-APP-012","Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer [STAINLESS STEEL]","<p>The Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer available in STAINLESS STEEL.</p>","5500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-012.png","Style","STAINLESS STEEL","1","0"
"","simple","SHA-APP-013","Easily Portable Foldable Mini Ironing Board [MULTICOLOUR]","<p>The Easily Portable Foldable Mini Ironing Board is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Easily Portable Foldable Mini Ironing Board available in MULTICOLOUR.</p>","2799","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-013.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-005","3 Slot Bamboo Cutlery Organizer Box [BROWN]","<p>The 3 Slot Bamboo Cutlery Organizer Box is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 3 Slot Bamboo Cutlery Organizer Box available in BROWN.</p>","1699","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-005.png","Colour","BROWN","1","0"
"","simple","SHA-AUTO-003","Car Cigar Powered Portable Air Inflating Pump [BLACK]","<p>The Car Cigar Powered Portable Air Inflating Pump is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Car Cigar Powered Portable Air Inflating Pump available in BLACK.</p>","1299","","Automotive","car, auto, vehicle, cleaning, automotive","10","2.5","35x25x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-003.png","Colour","BLACK","1","0"
"","simple","SHA-HF-015","Foldable 10 Slot Wooden Wine Bottle Rack [BROWN]","<p>The Foldable 10 Slot Wooden Wine Bottle Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Foldable 10 Slot Wooden Wine Bottle Rack available in BROWN.</p>","3199","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-015.png","Colour","BROWN","1","0"
"","simple","SHA-HF-016","Multifunctional Bathroom Towel Holder [BLACK]","<p>The Multifunctional Bathroom Towel Holder is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Multifunctional Bathroom Towel Holder available in BLACK.</p>","2999","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-016.png","Colour","BLACK","1","0"
"","simple","SHA-APP-014","Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights [BLACK]","<p>The Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights available in BLACK.</p>","1399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-014.png","Colour","BLACK","1","0"
"","simple","SHA-KIT-006","11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander [MULTICOLOUR]","<p>The 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander available in MULTICOLOUR.</p>","2500","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-006.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-007","Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer [WHITE]","<p>The Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer available in WHITE.</p>","6700","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-007.png","Colour","WHITE","1","0"
"","simple","SHA-HF-017","Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack [BLUE/PINK/CREAM/LILAC]","<p>The Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/PINK/CREAM/LILAC</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/PINK/CREAM/LILAC. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack available in BLUE/PINK/CREAM/LILAC.</p>","4650","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-017.png","Colour","BLUE/PINK/CREAM/LILAC","1","0"
"","simple","SHA-APP-015","4L Portable Beauty Car Fridge With Mirror And Duo Power Option [WHITE/PINK]","<p>The 4L Portable Beauty Car Fridge With Mirror And Duo Power Option is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE/PINK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4L Portable Beauty Car Fridge With Mirror And Duo Power Option available in WHITE/PINK.</p>","5399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-015.png","Colour","WHITE/PINK","1","0"
"","simple","SHA-HW-008","Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks [PINK]","<p>The Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: PINK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks available in PINK.</p>","2500","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-008.png","Colour","PINK","1","0"
"","simple","SHA-HW-009","Winter Sports Gloves [BLACK/BLUE/GREY/PINK]","<p>The Winter Sports Gloves is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BLUE/GREY/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK/BLUE/GREY/PINK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Winter Sports Gloves available in BLACK/BLUE/GREY/PINK.</p>","1199","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-009.png","Colour","BLACK/BLUE/GREY/PINK","1","0"
"","simple","SHA-HF-018","Modern Heavy Duty Shoe Rack [BROWN]","<p>The Modern Heavy Duty Shoe Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Modern Heavy Duty Shoe Rack available in BROWN.</p>","8699","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-018.png","Colour","BROWN","1","0"
"","simple","SHA-OD-003","4Ft Trampoline For Kids With Safety Enclosure [MULTICOLOUR]","<p>The 4Ft Trampoline For Kids With Safety Enclosure is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4Ft Trampoline For Kids With Safety Enclosure available in MULTICOLOUR.</p>","14700","","Outdoor","outdoor, garden, kids, play, exterior","10","5.0","60x40x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-003.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-HF-019","V162 Aos-20 [BLACK]","<p>The V162 Aos-20 is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality V162 Aos-20 available in BLACK.</p>","5899","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-019.png","Colour","BLACK","1","0"
"","simple","SHA-OD-004","Big Size Vimtage Nordic 3D Led Electric Fireplace [98.5CM*11.5CM*27.5CM]","<p>The Big Size Vimtage Nordic 3D Led Electric Fireplace is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in 98.5CM*11.5CM*27.5CM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: 98.5CM*11.5CM*27.5CM. Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Big Size Vimtage Nordic 3D Led Electric Fireplace available in 98.5CM*11.5CM*27.5CM.</p>","8399","","Outdoor","outdoor, garden, kids, play, exterior","10","5.0","60x40x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-004.png","Size","98.5CM*11.5CM*27.5CM","1","0"
"","simple","SHA-HF-020","Mesh Waiting/Visitors Chair [BLACK]","<p>The Mesh Waiting/Visitors Chair is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Mesh Waiting/Visitors Chair available in BLACK.</p>","3499","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-020.png","Colour","BLACK","1","0"
"","simple","SHA-APP-016","Medium Gauge Rechargeable Electric Citruss Juicer [MULTICOLOUR]","<p>The Medium Gauge Rechargeable Electric Citruss Juicer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Medium Gauge Rechargeable Electric Citruss Juicer available in MULTICOLOUR.</p>","2199","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-016.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-FBA-003","200Ml Hip Whisky Bottle With Two Tot Cups [BLACK/BROWN]","<p>The 200Ml Hip Whisky Bottle With Two Tot Cups is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK/BROWN. Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 200Ml Hip Whisky Bottle With Two Tot Cups available in BLACK/BROWN.</p>","1299","","Fashion & Beauty Accessories","fashion, beauty, accessory, style, women","10","0.5","20x15x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-003.png","Colour","BLACK/BROWN","1","0"
"","simple","SHA-HW-010","Bluetooth Full Body Massage Vibrator/Massage Vibration Plate [BLACK]","<p>The Bluetooth Full Body Massage Vibrator/Massage Vibration Plate is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Bluetooth Full Body Massage Vibrator/Massage Vibration Plate available in BLACK.</p>","8799","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-010.png","Colour","BLACK","1","0"
"","simple","SHA-OD-005","3 By 3 Canopy Gazebo Tent [WHITE]","<p>The 3 By 3 Canopy Gazebo Tent is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 3 By 3 Canopy Gazebo Tent available in WHITE.</p>","17600","","Outdoor","outdoor, garden, kids, play, exterior","10","5.0","60x40x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-005.png","Colour","WHITE","1","0"
